Latitude,Longitude,SNR Percentage
30.2577316,-97.7672101,0.7729422594
30.2577316,-97.7672101,0.7502601056
30.2577316,-97.7672101,0.7359453939
30.2577316,-97.7672101,0.7595109169
30.2577316,-97.7672101,0.7981867777
30.2577316,-97.7672101,0.7640475998
30.2577316,-97.7672101,0.7941296282
30.2577316,-97.7672101,0.7359453939
30.2577316,-97.7672101,0.7455466141
30.2577316,-97.7672101,0.7772998612
30.2577316,-97.7672101,0.7407748992
30.2573246,-97.7676285,0.721115178
30.2573246,-97.7676285,0.7685247835
30.2573246,-97.7676285,0.7549149869
30.2573246,-97.7676285,0.7261149813
30.2573246,-97.7676285,0.7310585786
30.2573246,-97.7676285,0.7941296282
30.2573246,-97.7676285,0.7729422594
30.2573246,-97.7676285,0.7772998612
30.2573246,-97.7676285,0.7685247835
30.2573246,-97.7676285,0.7685247835
30.2573246,-97.7676285,0.7640475998
30.2573246,-97.7676285,0.7900123734
30.2573246,-97.7676285,0.6737070995
30.2573246,-97.7676285,0.7359453939
30.2573246,-97.7676285,0.7359453939
30.2573246,-97.7676285,0.7900123734
30.2573246,-97.7676285,0.7729422594
30.2573246,-97.7676285,0.7941296282
30.2573246,-97.7676285,0.7981867777
30.2573246,-97.7676285,0.7729422594
30.2573246,-97.7676285,0.7359453939
30.2573246,-97.7676285,0.7941296282
30.2573246,-97.7676285,0.7941296282
30.2573246,-97.7676285,0.7772998612
30.2573246,-97.7676285,0.7685247835
30.2573246,-97.7676285,0.7981867777
30.2573246,-97.7676285,0.7640475998
30.2573246,-97.7676285,0.7407748992
30.2573246,-97.7676285,0.7502601056
30.2573246,-97.7676285,0.7310585786
30.2573246,-97.7676285,0.7685247835
30.2573246,-97.7676285,0.7595109169
30.2577631,-97.7668576,0.7502601056
30.2577631,-97.7668576,0.5986876601
30.2577631,-97.7668576,0.7407748992
30.2577631,-97.7668576,0.7815974639
30.2577631,-97.7668576,0.7359453939
30.2577631,-97.7668576,0.7595109169
30.2577631,-97.7668576,0.7455466141
30.2577631,-97.7668576,0.7310585786
30.2577631,-97.7668576,0.7502601056
30.2577631,-97.7668576,0.7981867777
30.2577631,-97.7668576,0.7359453939
30.2577631,-97.7668576,0.7772998612
30.2577631,-97.7668576,0.7772998612
30.2577631,-97.7668576,0.7900123734
30.2577631,-97.7668576,0.7685247835
30.2577631,-97.7668576,0.7729422594
30.2577631,-97.7668576,0.7685247835
30.2577631,-97.7668576,0.7502601056
30.2577631,-97.7668576,0.7941296282
30.2577631,-97.7668576,0.7981867777
30.2577631,-97.7668576,0.7359453939
30.2577631,-97.7668576,0.7729422594
30.2577631,-97.7668576,0.7310585786
30.2577631,-97.7668576,0.7941296282
30.2577631,-97.7668576,0.8021838886
30.2577631,-97.7668576,0.7595109169
30.2577631,-97.7668576,0.7502601056
30.2577631,-97.7668576,0.7685247835
30.2577631,-97.7668576,0.7455466141
30.2577631,-97.7668576,0.7640475998
30.2577631,-97.7668576,0.7640475998
30.2577631,-97.7668576,0.7685247835
30.2303157,-97.7671262,0.1679816149
30.2272833,-97.7692629,0.2689414214
30.2352489,-97.8231516,0.1787264237
30.2170413,-97.8406885,0.214165017
30.213064,-97.8762531,0.4937503255
30.2296134,-97.8651792,0.1750862682
30.2336792,-97.8559376,0.157758687
30.2285743,-97.8661286,0.2099876266
30.2195098,-97.8736483,0.5986876601
30.2146751,-97.8758926,0.3153984997
30.2142957,-97.886003,0.190001566
30.214296,-97.886004,0.1824255238
30.2144017,-97.8859662,0.1750862682
30.2144017,-97.8859662,0.1861838279
30.2144017,-97.8859662,0.17150477
30.2144017,-97.8859662,0.135872897
30.2144604,-97.8859774,0.119202922
30.2144185,-97.8859736,0.1824255238
30.2144371,-97.8859736,0.148047198
30.2144371,-97.8859736,0.190001566
30.2144371,-97.8859736,0.1824255238
30.2144371,-97.8859736,0.1787264237
30.2144371,-97.8859736,0.1824255238
30.2144371,-97.8859736,0.1861838279
30.2144371,-97.8859736,0.135872897
30.2144371,-97.8859736,0.1861838279
30.2144371,-97.8859736,0.1388349935
30.2144371,-97.8859736,0.1787264237
30.2144371,-97.8859736,0.1787264237
30.2144371,-97.8859736,0.1861838279
30.2144371,-97.8859736,0.1861838279
30.2144371,-97.8859736,0.1787264237
30.2144008,-97.8859823,0.1787264237
30.2144008,-97.8859823,0.1824255238
30.2144653,-97.8859456,0.1787264237
30.2144653,-97.8859456,0.1787264237
30.2145019,-97.8859688,0.1750862682
30.2145019,-97.8859688,0.1861838279
30.2144469,-97.885951,0.1787264237
30.2144469,-97.885951,0.1166029692
30.2144469,-97.885951,0.1824255238
30.2144469,-97.885951,0.1824255238
30.2144469,-97.885951,0.1418510649
30.2144469,-97.885951,0.135872897
30.2144469,-97.885951,0.1329642402
30.2144254,-97.8859079,0.1245533582
30.2144254,-97.8859079,0.135872897
30.2144254,-97.8859079,0.148047198
30.2144254,-97.8859079,0.1449216315
30.2144254,-97.8859079,0.1787264237
30.2144254,-97.8859079,0.1679816149
30.2144254,-97.8859079,0.1861838279
30.2144254,-97.8859079,0.148047198
30.214425,-97.8859504,0.148047198
30.214425,-97.8859504,0.1388349935
30.214425,-97.8859504,0.1824255238
30.214425,-97.8859504,0.1861838279
30.2144248,-97.8859507,0.1787264237
30.2144247,-97.8859505,0.1301084744
30.214405,-97.8859077,0.1824255238
30.214405,-97.8859077,0.135872897
30.214405,-97.8859077,0.1750862682
30.214405,-97.8859077,0.1787264237
30.214405,-97.8859077,0.1824255238
30.2144048,-97.8859079,0.17150477
30.2144048,-97.8859079,0.1824255238
30.2144192,-97.8859446,0.1750862682
30.2143976,-97.885965,0.148047198
30.2144284,-97.8859231,0.1787264237
30.2144284,-97.8859231,0.1418510649
30.2144284,-97.8859231,0.1611089496
30.2144284,-97.8859231,0.1824255238
30.2144284,-97.8859231,0.1787264237
30.2144111,-97.8859604,0.1679816149
30.2144111,-97.8859604,0.157758687
30.2144111,-97.8859604,0.1645164629
30.2144111,-97.8859607,0.1388349935
30.2144111,-97.8859607,0.1218528508
30.2144111,-97.8859606,0.1645164629
30.2144111,-97.8859606,0.1645164629
30.2144111,-97.8859606,0.17150477
30.2144111,-97.8859607,0.1418510649
30.214411,-97.8859607,0.1301084744
30.214411,-97.8859607,0.1512282525
30.214411,-97.8859607,0.1787264237
30.214411,-97.8859607,0.17150477
30.2143958,-97.8859068,0.1611089496
30.2144219,-97.8859426,0.1301084744
30.2144219,-97.8859426,0.1273050381
30.2144219,-97.8859426,0.1301084744
30.2144219,-97.8859426,0.1750862682
30.2144219,-97.8859426,0.17150477
30.2144219,-97.8859426,0.1787264237
30.2144219,-97.8859426,0.1388349935
30.2144219,-97.8859426,0.1824255238
30.2144365,-97.8859533,0.1645164629
30.2144365,-97.8859533,0.1388349935
30.2143937,-97.8859772,0.1679816149
30.2143937,-97.8859772,0.17150477
30.2143937,-97.8859772,0.1388349935
30.2143937,-97.8859772,0.1301084744
30.2143937,-97.8859772,0.1645164629
30.2143937,-97.8859772,0.1750862682
30.2143937,-97.8859772,0.1787264237
30.2143937,-97.8859772,0.1329642402
30.2143937,-97.8859772,0.1750862682
30.2143937,-97.8859772,0.17150477
30.2143937,-97.8859772,0.1301084744
30.2143937,-97.8859772,0.1787264237
30.2143439,-97.885938,0.1645164629
30.2144146,-97.8859824,0.17150477
30.2144066,-97.8859994,0.1679816149
30.2144346,-97.8859458,0.17150477
30.2144443,-97.8859389,0.1679816149
30.2144182,-97.8859825,0.1645164629
30.214409,-97.8860344,0.1750862682
30.214342,-97.8861271,0.1611089496
30.214342,-97.8861271,0.1645164629
30.214342,-97.8861271,0.1679816149
30.2144507,-97.8861806,0.1611089496
30.2144973,-97.8861911,0.1611089496
30.2144973,-97.8861911,0.1611089496
30.2144973,-97.8861911,0.1679816149
30.2144973,-97.8861911,0.157758687
30.214406,-97.8860432,0.148047198
30.214456,-97.8859657,0.1388349935
30.214456,-97.8859657,0.135872897
30.214456,-97.8859657,0.135872897
30.214456,-97.8859657,0.1301084744
30.214456,-97.8859657,0.1301084744
30.2144468,-97.8861173,0.1273050381
30.2145057,-97.8859827,0.1388349935
30.2144824,-97.8860544,0.1329642402
30.2144412,-97.8860765,0.1273050381
30.2144732,-97.8860812,0.135872897
30.2144618,-97.8861258,0.1245533582
30.2144618,-97.8861258,0.1301084744
30.2144284,-97.8861581,0.1245533582
30.2144284,-97.8861581,0.135872897
30.2144101,-97.8862041,0.1512282525
30.2144101,-97.8862041,0.1329642402
30.2144101,-97.8862041,0.1512282525
30.2144531,-97.8861181,0.1273050381
30.2144531,-97.8861181,0.1329642402
30.2144079,-97.8860917,0.1388349935
30.2144063,-97.8861492,0.1329642402
30.2144718,-97.8860495,0.135872897
30.2144481,-97.8860682,0.1245533582
30.2144481,-97.8860682,0.135872897
30.2144481,-97.8860682,0.1301084744
30.2144481,-97.8860682,0.135872897
30.2144481,-97.8860682,0.135872897
30.2144425,-97.886055,0.1329642402
30.2144312,-97.8860496,0.1301084744
30.2144889,-97.8861016,0.1301084744
30.2144889,-97.8861016,0.1301084744
30.2145404,-97.886045,0.1245533582
30.2144639,-97.8860542,0.1388349935
30.2144639,-97.8860542,0.1418510649
30.2144639,-97.8860542,0.1449216315
30.2144585,-97.886061,0.1388349935
30.2144585,-97.886061,0.1218528508
30.2144585,-97.886061,0.1329642402
30.2144457,-97.8860188,0.1273050381
30.2144457,-97.8860188,0.1273050381
30.2144457,-97.8860188,0.135872897
30.2144213,-97.8860061,0.1218528508
30.2144296,-97.8859755,0.1273050381
30.2144296,-97.8859755,0.1273050381
30.2144566,-97.8860184,0.1273050381
30.2144566,-97.8860184,0.1301084744
30.2144566,-97.8860184,0.119202922
30.2144566,-97.8860184,0.1273050381
30.2144264,-97.88598,0.119202922
30.2144201,-97.886125,0.1329642402
30.2144331,-97.8860823,0.1273050381
30.21441,-97.8859321,0.1140523813
30.2144594,-97.8859832,0.1388349935
30.214458,-97.8859839,0.135872897
30.214458,-97.8859839,0.1329642402
30.2144497,-97.8859717,0.1218528508
30.2144299,-97.8859071,0.1449216315
30.2144299,-97.8859071,0.1329642402
30.2144299,-97.8859071,0.1301084744
30.214437,-97.8859296,0.1512282525
30.214437,-97.8859296,0.135872897
30.214437,-97.8859296,0.1245533582
30.214437,-97.8859296,0.1273050381
30.214437,-97.8859296,0.1388349935
30.2144381,-97.8859329,0.1449216315
30.2144381,-97.8859329,0.1449216315
30.2144381,-97.8859329,0.1418510649
30.2144381,-97.8859329,0.157758687
30.2144375,-97.8859312,0.157758687
30.214437,-97.8859295,0.1329642402
30.214437,-97.8859295,0.1388349935
30.2144354,-97.8859239,0.148047198
30.2144381,-97.8859329,0.1329642402
30.2144381,-97.8859329,0.1388349935
30.2144381,-97.8859329,0.1418510649
30.2144324,-97.8859674,0.1544652651
30.2144377,-97.885989,0.1329642402
30.2144377,-97.885989,0.1418510649
30.2144377,-97.885989,0.1301084744
30.2144287,-97.8859903,0.148047198
30.2144287,-97.8859903,0.1512282525
30.2144287,-97.8859903,0.1512282525
30.2144287,-97.8859903,0.1449216315
30.2144301,-97.8859951,0.1329642402
30.2144686,-97.8859745,0.1329642402
30.2144686,-97.8859745,0.1218528508
30.2144686,-97.8859745,0.1329642402
30.2144686,-97.8859745,0.1329642402
30.2144306,-97.8860319,0.1301084744
30.2144306,-97.8860319,0.1329642402
30.2144306,-97.8860319,0.1245533582
30.2144971,-97.8860432,0.1245533582
30.2144971,-97.8860432,0.1245533582
30.2144971,-97.8860432,0.1301084744
30.2144505,-97.886078,0.1301084744
30.2144505,-97.886078,0.1329642402
30.2144494,-97.8860341,0.1388349935
30.2144812,-97.8860666,0.135872897
30.2144089,-97.8859946,0.1090968212
30.2144089,-97.8859946,0.1388349935
30.2144866,-97.8860875,0.1218528508
30.2144354,-97.8859239,0.1679816149
30.2144354,-97.8859239,0.1512282525
30.2144354,-97.8859239,0.190001566
30.2144354,-97.8859239,0.148047198
30.2142622,-97.8860487,0.1861838279
30.2144354,-97.8859239,0.1679816149
30.2144354,-97.8859239,0.17150477
30.2144354,-97.8859239,0.2314752165
30.2144354,-97.8859239,0.1750862682
30.2144354,-97.8859239,0.2640546061
30.2144354,-97.8859239,0.1512282525
30.2144354,-97.8859239,0.1824255238
30.2144354,-97.8859239,0.148047198
30.2144354,-97.8859239,0.1787264237
30.2144354,-97.8859239,0.1679816149
30.2144354,-97.8859239,0.2994328575
30.2144354,-97.8859239,0.4133824211
30.2144354,-97.8859239,0.4133824211
30.2476549,-97.7555246,0.4013123399
30.2476248,-97.7555697,0.1245533582
30.2476499,-97.7554928,0.1418510649
30.2476499,-97.7554928,0.1329642402
30.2258375,-97.7699552,0.1418510649
30.2115076,-97.7617766,0.7407748992
30.211378,-97.7616545,0.7359453939
30.211378,-97.7616545,0.6046790847
30.211378,-97.7616545,0.7549149869
30.2113492,-97.7616006,0.7502601056
30.2113963,-97.7615591,0.7815974639
30.2113963,-97.7615591,0.7685247835
30.2113948,-97.7615472,0.7310585786
30.2113948,-97.7615472,0.7685247835
30.211415,-97.761415,0.7595109169
30.211415,-97.761415,0.7595109169
30.211415,-97.761415,0.7941296282
30.2114908,-97.761766,0.7310585786
30.2114908,-97.761766,0.7595109169
30.2114908,-97.761766,0.7640475998
30.2167637,-97.8474299,0.1544652651
30.2143677,-97.8860112,0.157758687
30.2143677,-97.8860112,0.1645164629
30.2142607,-97.8860391,0.1512282525
30.2143844,-97.885988,0.1449216315
30.2143844,-97.885988,0.148047198
30.2143965,-97.8859889,0.1245533582
30.2144062,-97.8860044,0.157758687
30.2143896,-97.8860261,0.1418510649
30.2143485,-97.8859834,0.119202922
30.2143485,-97.8859834,0.119202922
30.2143485,-97.8859834,0.1787264237
30.2143485,-97.8859834,0.1645164629
30.2143485,-97.8859834,0.1449216315
30.214427,-97.8860133,0.1512282525
30.2144394,-97.8860269,0.1301084744
30.2144394,-97.8860269,0.1115505402
30.2144076,-97.8860379,0.1449216315
30.2143996,-97.8860325,0.1611089496
30.2143996,-97.8860325,0.119202922
30.2143636,-97.8859842,0.1140523813
30.2144146,-97.886025,0.1388349935
30.2142655,-97.8860086,0.1090968212
30.2142655,-97.8860086,0.119202922
30.214293,-97.8860135,0.1449216315
30.214293,-97.8860135,0.1418510649
30.214293,-97.8860135,0.1544652651
30.214293,-97.8860135,0.1273050381
30.214293,-97.8860135,0.1388349935
30.214293,-97.8860135,0.157758687
30.214293,-97.8860135,0.1787264237
30.214293,-97.8860135,0.1679816149
30.214293,-97.8860135,0.135872897
30.214293,-97.8860135,0.1512282525
30.214293,-97.8860135,0.1418510649
30.214293,-97.8860135,0.1329642402
30.214293,-97.8860135,0.1449216315
30.214293,-97.8860135,0.1418510649
30.214293,-97.8860135,0.1388349935
30.214293,-97.8860135,0.157758687
30.214293,-97.8860135,0.1301084744
30.214293,-97.8860135,0.1418510649
30.214293,-97.8860135,0.1645164629
30.214293,-97.8860135,0.157758687
30.214293,-97.8860135,0.1611089496
30.214293,-97.8860135,0.1750862682
30.214293,-97.8860135,0.1301084744
30.214293,-97.8860135,0.1750862682
30.214293,-97.8860135,0.17150477
30.214293,-97.8860135,0.1645164629
30.214293,-97.8860135,0.1645164629
30.214293,-97.8860135,0.1645164629
30.214293,-97.8860135,0.1245533582
30.214293,-97.8860135,0.2018132223
30.214293,-97.8860135,0.1166029692
30.214293,-97.8860135,0.2018132223
30.214293,-97.8860135,0.1329642402
30.214293,-97.8860135,0.1273050381
30.214293,-97.8860135,0.190001566
30.2143356,-97.8859659,0.190001566
30.2143356,-97.8859659,0.157758687
30.2143094,-97.8860236,0.1329642402
30.2143094,-97.8860236,0.1938789378
30.2144147,-97.8859425,0.1611089496
30.2144158,-97.8859539,0.1679816149
30.2144158,-97.8859539,0.1938789378
30.2144158,-97.8859539,0.1861838279
30.2144158,-97.8859539,0.1329642402
30.2143854,-97.8859495,0.1449216315
30.2143854,-97.8859495,0.1861838279
30.2143702,-97.8859767,0.1679816149
30.2143354,-97.8860074,0.1978161114
30.214573,-97.8857821,0.1544652651
30.214573,-97.8857821,0.1824255238
30.214573,-97.8857821,0.1611089496
30.2142883,-97.8858627,0.1245533582
30.2143059,-97.8860174,0.17150477
30.2143059,-97.8860174,0.1388349935
30.2143626,-97.8859798,0.1679816149
30.2143304,-97.8859811,0.1544652651
30.2143202,-97.8859929,0.1090968212
30.2143202,-97.8859929,0.2018132223
30.2143967,-97.886003,0.1787264237
30.214406,-97.885932,0.1544652651
30.214406,-97.885932,0.1544652651
30.214406,-97.885932,0.1750862682
30.2143787,-97.8860222,0.1245533582
30.2143965,-97.8859485,0.1824255238
30.214395,-97.8859499,0.214165017
30.2143973,-97.8859478,0.1329642402
30.2143973,-97.8859478,0.157758687
30.2143973,-97.8859478,0.2018132223
30.2143973,-97.8859478,0.1679816149
30.2143973,-97.8859478,0.1140523813
30.2143973,-97.8859478,0.1301084744
30.2143973,-97.8859478,0.1861838279
30.2143973,-97.8859478,0.1861838279
30.2142969,-97.8860283,0.135872897
30.2143781,-97.8859925,0.190001566
30.2143781,-97.8859925,0.1824255238
30.2143649,-97.8858915,0.214165017
30.2143958,-97.8859499,0.1824255238
30.2143958,-97.8859499,0.148047198
30.214335,-97.8859955,0.17150477
30.2144543,-97.8859587,0.1787264237
30.2144288,-97.8859456,0.157758687
30.2144288,-97.8859456,0.1787264237
30.2144288,-97.8859456,0.17150477
30.2144419,-97.8859123,0.17150477
30.214383,-97.8859689,0.1512282525
30.214383,-97.8859689,0.1938789378
30.214338,-97.8860154,0.135872897
30.2143852,-97.8859744,0.1388349935
30.2143852,-97.8859744,0.1611089496
30.2144037,-97.8859625,0.1978161114
30.2144033,-97.8859699,0.1245533582
30.2144169,-97.8859803,0.1512282525
30.2144169,-97.8859803,0.1090968212
30.2143995,-97.885986,0.1329642402
30.2143995,-97.885986,0.1787264237
30.2143995,-97.885986,0.1645164629
30.2143924,-97.8859768,0.1544652651
30.2144413,-97.8860017,0.1512282525
30.2144172,-97.8860284,0.1787264237
30.2144172,-97.8860284,0.1273050381
30.214439,-97.8860478,0.1512282525
30.214439,-97.8860478,0.1273050381
30.214439,-97.8860478,0.1329642402
30.2143372,-97.8860313,0.1388349935
30.2143372,-97.8860313,0.148047198
30.2143372,-97.8860313,0.1301084744
30.2143372,-97.8860313,0.1301084744
30.2143372,-97.8860313,0.119202922
30.2143372,-97.8860313,0.119202922
30.2143372,-97.8860313,0.1544652651
30.2143372,-97.8860313,0.1449216315
30.2143372,-97.8860313,0.1512282525
30.2143372,-97.8860313,0.17150477
30.2143372,-97.8860313,0.135872897
30.2143372,-97.8860313,0.1449216315
30.2143372,-97.8860313,0.1329642402
30.2143372,-97.8860313,0.1329642402
30.2143372,-97.8860313,0.135872897
30.2143372,-97.8860313,0.1329642402
30.2143372,-97.8860313,0.1218528508
30.2143372,-97.8860313,0.1329642402
30.2143372,-97.8860313,0.1388349935
30.2143372,-97.8860313,0.1329642402
30.2143372,-97.8860313,0.1218528508
30.2143372,-97.8860313,0.119202922
30.2143372,-97.8860313,0.1418510649
30.2143372,-97.8860313,0.1388349935
30.2143372,-97.8860313,0.1388349935
30.2143372,-97.8860313,0.1329642402
30.2143372,-97.8860313,0.1418510649
30.2143372,-97.8860313,0.1388349935
30.2143372,-97.8860313,0.1301084744
30.2143372,-97.8860313,0.1512282525
30.2143372,-97.8860313,0.1418510649
30.2143372,-97.8860313,0.1301084744
30.2143372,-97.8860313,0.119202922
30.2143372,-97.8860313,0.1273050381
30.2143372,-97.8860313,0.1418510649
30.2143372,-97.8860313,0.1218528508
30.2143372,-97.8860313,0.119202922
30.2143372,-97.8860313,0.1218528508
30.2143372,-97.8860313,0.148047198
30.2143372,-97.8860313,0.148047198
30.2143372,-97.8860313,0.119202922
30.2143372,-97.8860313,0.1301084744
30.2143372,-97.8860313,0.1329642402
30.2143372,-97.8860313,0.1301084744
30.2143372,-97.8860313,0.1166029692
30.2143372,-97.8860313,0.1166029692
30.2143372,-97.8860313,0.1301084744
30.2143372,-97.8860313,0.1273050381
30.2143372,-97.8860313,0.1388349935
30.2143372,-97.8860313,0.1273050381
30.2143372,-97.8860313,0.1245533582
30.2143372,-97.8860313,0.1329642402
30.2143372,-97.8860313,0.1449216315
30.2143372,-97.8860313,0.1329642402
30.2143372,-97.8860313,0.1245533582
30.2143372,-97.8860313,0.1388349935
30.2143372,-97.8860313,0.1449216315
30.2143372,-97.8860313,0.1218528508
30.2143372,-97.8860313,0.1449216315
30.2143372,-97.8860313,0.1245533582
30.2143372,-97.8860313,0.1512282525
30.2143372,-97.8860313,0.1166029692
30.2143372,-97.8860313,0.119202922
30.2143372,-97.8860313,0.1301084744
30.2143372,-97.8860313,0.1388349935
30.2143372,-97.8860313,0.1329642402
30.2143372,-97.8860313,0.1449216315
30.2143372,-97.8860313,0.1449216315
30.2143372,-97.8860313,0.1273050381
30.2143372,-97.8860313,0.1449216315
30.2143372,-97.8860313,0.1329642402
30.2143372,-97.8860313,0.1512282525
30.2143372,-97.8860313,0.1449216315
30.2143372,-97.8860313,0.1245533582
30.2143372,-97.8860313,0.119202922
30.2143372,-97.8860313,0.1218528508
30.2143372,-97.8860313,0.1273050381
30.2143372,-97.8860313,0.1166029692
30.2143372,-97.8860313,0.1301084744
30.2143372,-97.8860313,0.1388349935
30.2143372,-97.8860313,0.1449216315
30.2143372,-97.8860313,0.1329642402
30.2143372,-97.8860313,0.1166029692
30.2143372,-97.8860313,0.1388349935
30.2143372,-97.8860313,0.1329642402
30.2143372,-97.8860313,0.135872897
30.2143372,-97.8860313,0.148047198
30.2143372,-97.8860313,0.1388349935
30.2143372,-97.8860313,0.1449216315
30.2143372,-97.8860313,0.1301084744
30.2143372,-97.8860313,0.148047198
30.2143372,-97.8860313,0.135872897
30.2143372,-97.8860313,0.1301084744
30.2143372,-97.8860313,0.148047198
30.2143372,-97.8860313,0.1218528508
30.2143372,-97.8860313,0.1418510649
30.2143372,-97.8860313,0.1449216315
30.2143372,-97.8860313,0.1388349935
30.2143372,-97.8860313,0.1273050381
30.2143372,-97.8860313,0.1273050381
30.2143372,-97.8860313,0.1512282525
30.2143372,-97.8860313,0.1218528508
30.2143372,-97.8860313,0.1218528508
30.2143372,-97.8860313,0.1329642402
30.2143372,-97.8860313,0.1273050381
30.2143372,-97.8860313,0.1418510649
30.2143372,-97.8860313,0.135872897
30.2143372,-97.8860313,0.1245533582
30.2143372,-97.8860313,0.1418510649
30.2143372,-97.8860313,0.1245533582
30.2143372,-97.8860313,0.119202922
30.2143372,-97.8860313,0.1218528508
30.2143372,-97.8860313,0.1418510649
30.2143372,-97.8860313,0.135872897
30.2143372,-97.8860313,0.1273050381
30.2143372,-97.8860313,0.135872897
30.2143372,-97.8860313,0.135872897
30.2143372,-97.8860313,0.1388349935
30.2143372,-97.8860313,0.1218528508
30.2143372,-97.8860313,0.1418510649
30.2143372,-97.8860313,0.135872897
30.2143372,-97.8860313,0.1449216315
30.2143372,-97.8860313,0.1273050381
30.2143372,-97.8860313,0.1273050381
30.2143372,-97.8860313,0.1245533582
30.2143372,-97.8860313,0.1218528508
30.2143372,-97.8860313,0.1544652651
30.2143372,-97.8860313,0.1679816149
30.2143372,-97.8860313,0.119202922
30.2143372,-97.8860313,0.148047198
30.2143372,-97.8860313,0.1544652651
30.2143372,-97.8860313,0.1329642402
30.2143372,-97.8860313,0.157758687
30.2143372,-97.8860313,0.135872897
30.2143372,-97.8860313,0.1115505402
30.2143372,-97.8860313,0.1273050381
30.2143372,-97.8860313,0.1218528508
30.2143372,-97.8860313,0.135872897
30.2143372,-97.8860313,0.148047198
30.2143372,-97.8860313,0.1449216315
30.2143372,-97.8860313,0.135872897
30.2143372,-97.8860313,0.1301084744
30.2143372,-97.8860313,0.1388349935
30.2143372,-97.8860313,0.148047198
30.2143372,-97.8860313,0.119202922
30.2143372,-97.8860313,0.1273050381
30.2143372,-97.8860313,0.1245533582
30.2143372,-97.8860313,0.1273050381
30.2143372,-97.8860313,0.1301084744
30.2143372,-97.8860313,0.135872897
